ncbi_id,reactome_id,reactome_name
10121,R-HSA-380259,Loss of Nlp from mitotic centrosomes
10121,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes
10121,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome
10121,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
10121,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
10121,R-HSA-6807878,COPI-mediated anterograde transport
10121,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
10121,R-HSA-8854518,AURKA Activation by TPX2
10123,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
10125,R-HSA-114508,Effects of PIP2 hydrolysis
10125,R-HSA-1169092,Activation of RAS in B cells
10125,R-HSA-2871837,FCERI mediated NF-kB activation
10125,R-HSA-354192,Integrin signaling
10125,R-HSA-392517,Rap1 signalling
10125,R-HSA-5673001,RAF/MAP kinase cascade
10126,R-HSA-177504,Retrograde neurotrophin signalling
10127,R-HSA-212436,Generic Transcription Pathway
10128,R-HSA-9836573,Mitochondrial RNA degradation
10128,R-HSA-9937008,Mitochondrial mRNA modification
1013,R-HSA-418990,Adherens junctions interactions
1013,R-HSA-525793,Myogenesis
10130,R-HSA-381038,XBP1(S) activates chaperone genes
10130,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
10130,R-HSA-8957275,Post-translational protein phosphorylation
10131,R-HSA-611105,Respiratory electron transport
10131,R-HSA-71403,Citric acid cycle (TCA cycle)
10133,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
10133,R-HSA-5205685,PINK1-PRKN Mediated Mitophagy
10133,R-HSA-5357786,TNFR1-induced proapoptotic signaling
10133,R-HSA-5357905,Regulation of TNFR1 signaling
10133,R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway
10133,R-HSA-8854214,TBC/RABGAPs
10133,R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7
10133,R-HSA-936964,"Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)"
10133,R-HSA-9824878,"Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 "
10133,R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation"
10134,R-HSA-111465,Apoptotic cleavage of cellular proteins
10134,R-HSA-75153,Apoptotic execution phase
10134,R-HSA-8980692,RHOA GTPase cycle
10134,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"
10134,R-HSA-9833110,RSV-host interactions
10135,R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian expression"
10135,R-HSA-196807,Nicotinate metabolism
10135,R-HSA-9768919,NPAS4 regulates expression of target genes
10138,R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
10138,R-HSA-8953750,Transcriptional Regulation by E2F6
10139,R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network
10142,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
10142,R-HSA-380259,Loss of Nlp from mitotic centrosomes
10142,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes
10142,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome
10142,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
10142,R-HSA-5576890,Phase 3 - rapid repolarisation
10142,R-HSA-5576893,Phase 2 - plateau phase
10142,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
10142,R-HSA-6802952,Signaling by BRAF and RAF1 fusions
10142,R-HSA-8854518,AURKA Activation by TPX2
10144,R-HSA-8980692,RHOA GTPase cycle
10144,R-HSA-9013149,RAC1 GTPase cycle
10146,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses
10148,R-HSA-8984722,Interleukin-35 Signalling
10148,R-HSA-9020956,Interleukin-27 signaling
1015,R-HSA-418990,Adherens junctions interactions
10152,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation
10152,R-HSA-4420097,VEGFA-VEGFR2 Pathway
10152,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs
10152,R-HSA-9013149,RAC1 GTPase cycle
10152,R-HSA-9013404,RAC2 GTPase cycle
10152,R-HSA-9013423,RAC3 GTPase cycle
10152,R-HSA-9664422,FCGR3A-mediated phagocytosis
10154,R-HSA-416700,Other semaphorin interactions
10155,R-HSA-212436,Generic Transcription Pathway
10155,R-HSA-3899300,SUMOylation of transcription cofactors
10155,R-HSA-9609690,HCMV Early Events
10155,R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins
10156,R-HSA-5658442,Regulation of RAS by GAPs
10157,R-HSA-71064,Lysine catabolism
10159,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins
10159,R-HSA-6798695,Neutrophil degranulation
1016,R-HSA-418990,Adherens junctions interactions
10160,R-HSA-8980692,RHOA GTPase cycle
10160,R-HSA-9013148,CDC42 GTPase cycle
10160,R-HSA-9013149,RAC1 GTPase cycle
10160,R-HSA-9035034,RHOF GTPase cycle
10161,R-HSA-416476,G alpha (q) signalling events
10161,R-HSA-417957,P2Y receptors
10162,R-HSA-1482788,Acyl chain remodelling of PC
10162,R-HSA-1482801,Acyl chain remodelling of PS
10162,R-HSA-1482839,Acyl chain remodelling of PE
10163,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation
10163,R-HSA-4420097,VEGFA-VEGFR2 Pathway
10163,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs
10163,R-HSA-9013149,RAC1 GTPase cycle
10163,R-HSA-9013404,RAC2 GTPase cycle
10163,R-HSA-9013423,RAC3 GTPase cycle
10163,R-HSA-9664422,FCGR3A-mediated phagocytosis
10164,R-HSA-913709,O-linked glycosylation of mucins
10165,R-HSA-1268020,Mitochondrial protein import
10165,R-HSA-8963693,Aspartate and asparagine metabolism
10165,R-HSA-9856872,Malate-aspartate shuttle
10166,R-HSA-70635,Urea cycle
10166,R-HSA-9956508,SLC25A15 variants cause hyperornithinemia-hyperammonemia-homocitrullinemia syndrome 
10168,R-HSA-212436,Generic Transcription Pathway
1017,R-HSA-1538133,G0 and Early G1
1017,R-HSA-171319,Telomere Extension By Telomerase
1017,R-HSA-176187,Activation of ATR in response to replication stress
1017,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase
1017,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21
1017,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP)
1017,R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence
1017,R-HSA-5693607,Processing of DNA double-strand break ends
1017,R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
1017,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation
1017,R-HSA-6804757,Regulation of TP53 Degradation
1017,R-HSA-68911,G2 Phase
1017,R-HSA-68949,Orc1 removal from chromatin
1017,R-HSA-68962,Activation of the pre-replicative complex
1017,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6
1017,R-HSA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
1017,R-HSA-69202,Cyclin E associated events during G1/S transition 
1017,R-HSA-69231,Cyclin D associated events in G1
1017,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition
1017,R-HSA-69563,p53-Dependent G1 DNA Damage Response
1017,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry
1017,R-HSA-8849470,PTK6 Regulates Cell Cycle
1017,R-HSA-912446,Meiotic recombination
1017,R-HSA-9616222,Transcriptional regulation of granulopoiesis
1017,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
1017,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation
1017,R-HSA-983231,Factors involved in megakaryocyte development and platelet production
10170,R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision)
10170,R-HSA-5365859,RA biosynthesis pathway
10171,R-HSA-6790901,rRNA modification in the nucleus and cytosol
10171,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol
10172,R-HSA-212436,Generic Transcription Pathway
10174,R-HSA-445355,Smooth Muscle Contraction
10175,R-HSA-204005,COPII-mediated vesicle transport
10175,R-HSA-5694530,Cargo concentration in the ER
10179,R-HSA-72163,mRNA Splicing - Major Pathway
10179,R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex
10179,R-HSA-9930044,Nuclear RNA decay
10181,R-HSA-72163,mRNA Splicing - Major Pathway
10181,R-HSA-9770562,mRNA Polyadenylation
10181,R-HSA-9918481,Dengue Virus-Host Interactions
10184,R-HSA-114608,Platelet degranulation 
10188,R-HSA-9842663,Signaling by LTK
10189,R-HSA-159227,Transport of the SLBP independent Mature mRNA
10189,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA
10189,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript
10189,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript
10189,R-HSA-72163,mRNA Splicing - Major Pathway
10189,R-HSA-72187,mRNA 3'-end processing
10189,R-HSA-73856,RNA Polymerase II Transcription Termination
10189,R-HSA-9918481,Dengue Virus-Host Interactions
1019,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21
1019,R-HSA-2559580,Oxidative Stress Induced Senescence
1019,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP)
1019,R-HSA-2559585,Oncogene Induced Senescence
1019,R-HSA-3214858,RMTs methylate histone arginines
1019,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
1019,R-HSA-69231,Cyclin D associated events in G1
1019,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D
1019,R-HSA-8849470,PTK6 Regulates Cell Cycle
1019,R-HSA-8878166,Transcriptional regulation by RUNX2
1019,R-HSA-912446,Meiotic recombination
1019,R-HSA-9616222,Transcriptional regulation of granulopoiesis
1019,R-HSA-9630791,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4
1019,R-HSA-9630794,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6
1019,R-HSA-9632697,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4
1019,R-HSA-9632700,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6
1019,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
1019,R-HSA-9754119,Drug-mediated inhibition of CDK4/CDK6 activity
1019,R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274)
10193,R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling
10193,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
10195,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
10195,R-HSA-4720475,Defective ALG3 causes CDG-1d
10196,R-HSA-3214858,RMTs methylate histone arginines
10196,R-HSA-8876725,Protein methylation
10197,R-HSA-9907900,Proteasome assembly
10199,R-HSA-6790901,rRNA modification in the nucleus and cytosol
10199,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol
102,R-HSA-1442490,Collagen degradation
102,R-HSA-1474228,Degradation of the extracellular matrix
102,R-HSA-177929,Signaling by EGFR
102,R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus
102,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
102,R-HSA-2660826,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant
102,R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants
102,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
102,R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus
102,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
102,R-HSA-3928665,EPH-ephrin mediated repulsion of cells
102,R-HSA-6798695,Neutrophil degranulation
102,R-HSA-8957275,Post-translational protein phosphorylation
102,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus
102,R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus
102,R-HSA-977225,Amyloid fiber formation
1020,R-HSA-180024,DARPP-32 events
1020,R-HSA-399956,CRMPs in Sema3A signaling
1020,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation
1020,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
1020,R-HSA-9031628,NGF-stimulated transcription
1020,R-HSA-9032845,Activated NTRK2 signals through CDK5
1020,R-HSA-9768919,NPAS4 regulates expression of target genes
1020,R-HSA-983231,Factors involved in megakaryocyte development and platelet production
1020,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
1020,R-HSA-9931529,Phosphorylation and nuclear translocation of BMAL1 (ARNTL) and CLOCK
1020,R-HSA-9931530,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex
10200,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol
10200,R-HSA-9930044,Nuclear RNA decay
10203,R-HSA-418555,G alpha (s) signalling events
10203,R-HSA-419812,Calcitonin-like ligand receptors
10203,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells
10206,R-HSA-901032,ER Quality Control Compartment (ERQC)
10207,R-HSA-420029,Tight junction interactions
10207,R-HSA-9705677,SARS-CoV-2 targets PDZ proteins in cell-cell junction
1021,R-HSA-2559580,Oxidative Stress Induced Senescence
1021,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP)
1021,R-HSA-2559585,Oncogene Induced Senescence
1021,R-HSA-69231,Cyclin D associated events in G1
1021,R-HSA-8934593,Regulation of RUNX1 Expression and Activity
1021,R-HSA-9630794,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6
1021,R-HSA-9632700,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6
1021,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
1021,R-HSA-9754119,Drug-mediated inhibition of CDK4/CDK6 activity
10210,R-HSA-3899300,SUMOylation of transcription cofactors
10210,R-HSA-4085377,SUMOylation of SUMOylation proteins
10210,R-HSA-4755510,SUMOylation of immune response proteins
10212,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript
10212,R-HSA-72187,mRNA 3'-end processing
10212,R-HSA-73856,RNA Polymerase II Transcription Termination
10213,R-HSA-1169091,Activation of NF-kappaB in B cells
10213,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
10213,R-HSA-1236974,ER-Phagosome pathway
10213,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes)
10213,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C
10213,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1
10213,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin
10213,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
10213,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A
10213,R-HSA-180534,Vpu mediated degradation of CD4
10213,R-HSA-180585,Vif-mediated degradation of APOBEC3G
10213,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21
10213,R-HSA-195253,Degradation of beta-catenin by the destruction complex
10213,R-HSA-202424,Downstream TCR signaling
10213,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation
10213,R-HSA-2467813,Separation of Sister Chromatids
10213,R-HSA-2871837,FCERI mediated NF-kB activation
10213,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1
10213,R-HSA-350562,Regulation of ornithine decarboxylase (ODC)
10213,R-HSA-382556,ABC-family proteins mediated transport
10213,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA
10213,R-HSA-4608870,Asymmetric localization of PCP proteins
10213,R-HSA-4641257,Degradation of AXIN
10213,R-HSA-4641258,Degradation of DVL
10213,R-HSA-5358346,Hedgehog ligand biogenesis
10213,R-HSA-5362768,Hh mutants are degraded by ERAD
10213,R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling
10213,R-HSA-5607764,CLEC7A (Dectin-1) signaling
10213,R-HSA-5610780,Degradation of GLI1 by the proteasome
10213,R-HSA-5610783,Degradation of GLI2 by the proteasome
10213,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome
10213,R-HSA-5632684,Hedgehog 'on' state
10213,R-HSA-5658442,Regulation of RAS by GAPs
10213,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway
10213,R-HSA-5676590,NIK-->noncanonical NF-kB signaling
10213,R-HSA-5678895,Defective CFTR causes cystic fibrosis
10213,R-HSA-5687128,MAPK6/MAPK4 signaling
10213,R-HSA-5689603,UCH proteinases
10213,R-HSA-5689880,Ub-specific processing proteases
10213,R-HSA-5689901,Metalloprotease DUBs
10213,R-HSA-6798695,Neutrophil degranulation
10213,R-HSA-68867,Assembly of the pre-replicative complex
10213,R-HSA-68949,Orc1 removal from chromatin
10213,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6
10213,R-HSA-69481,G2/M Checkpoints
10213,R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A
10213,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D
10213,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
10213,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
10213,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs
10213,R-HSA-8939902,Regulation of RUNX2 expression and activity
10213,R-HSA-8941858,Regulation of RUNX3 expression and activity
10213,R-HSA-8948751,Regulation of PTEN stability and activity
10213,R-HSA-8951664,Neddylation
10213,R-HSA-9010553,Regulation of expression of SLITs and ROBOs
10213,R-HSA-9020702,Interleukin-1 signaling
10213,R-HSA-9604323,Negative regulation of NOTCH4 signaling
10213,R-HSA-9755511,KEAP1-NFE2L2 pathway
10213,R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2
10213,R-HSA-9766229,Degradation of CDH1
10213,R-HSA-9824272,Somitogenesis
